Phase,Site id,Municipality,Site name,Collection,Main number,Subnumber,p,i,z,Category,Type (Finnish),Preroman IA,Early Roman IA,Late Roman IA,Migration period,Merovingian period,Viking period,Crusade period,1100-1300,1400-1500,Settlement site,Cremation cemetery,Inhumation cemetery,Stray find,Cairn,Hoard,Other context,Certainty,Integrity,Length (mm),Width (mm),Thickness (mm),Fragment length (mm),Fragment width (mm),Fragment thickness (mm),Other notes (Finnish),PhotoID,X,Y,Type,Subtype,Subtype (Finnish),m1,m2,m3,n1,n2,n3,n4,p1,p2,r1,r2,Main temper (Finnish),Other tempers (Finnish),Count (1-10),Count (10-100),Count (>100),Subtype 2,Decoration,Wave motif,Grid motif,Cord impression,Decoration elements (Finnish),Wall thickness 1 (mm),Wall thickness 2 (mm),Rim thickness 1 (mm),Rim thickness 2 (mm),Crust,Subtype 2 (Finnish),Stone art (Finnish)
IA,82010036,Hattula,Myllymäki,KM,19872,1036,6788235.0,3356340.0,"82,5",Bone artefact,,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.0,False,,,,20.0,10.0,7.0,"Kaareutuva muoto, mutta kaksiosaista kampaa. Myös pala :1170 tästä. Ei omaa riviä.",KM 19872_1036,"24,32641264","61,17650652",Bone comb,Bone comb,Luukampa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,82010036,Hattula,Myllymäki,KM,19872,839,6788235.0,3356340.0,"82,5",Bone artefact,,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.0,False,,,,32.0,17.0,14.0,,KM 19872_839,"24,32641264","61,17650652",Bone spindle whorl,Bone spindle whorl,Värttinänpyörä,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,82010036,Hattula,Myllymäki,KM,19872,791,6788235.0,3356340.0,"82,5",Bone artefact,,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,2.0,False,,,,21.0,17.0,6.0,Naula tai niitti katkennut. Ei ole kampa missään nimessä. Jonkun isomman esineen koristelua. Ehkä jokin hela.,KM 19872_791,"24,32641264","61,17650652",Bone fitting,Bone fitting,Luuhela; luinen hela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,82010036,Hattula,Myllymäki,KM,19872,838,6788235.0,3356340.0,"82,5",Bone artefact,,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.0,False,,,,22.0,23.0,4.0,Kaksipuolisen kamman kpl. Viivakoristelua.,KM 19872_838,"24,32641264","61,17650652",Bone comb,Bone comb,Luukampa; kampa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,83010004,Hämeenlinna,Kalomäki 2,KM,18468,106,6792971.0,3359632.0,94,Bone artefact,,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,2.0,False,,,,,,,"Pieniä paloja, joista yhdessä häränsilmäkoristelua. Myös luuesineen, mahd kamman kpleita nroilla 47, 59, 70, 117, 369, 176, 400, 408, 409",KM 18468_106,"24,38400932","61,22015695",Bone comb,Bone comb,"Luuesine; kampa, fragmentti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,837010023,Tampere,Vilusenharju,KM,18556,791,6822432.0,3333690.0,120,Bone artefact,,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,1.0,False,,,,,,,"Fragmentti, viivakoristelua. Paloja myös nroilla 789-792",KM 18556_791,"23,87567295","61,47397425",Bone spindle whorl,Bone spindle whorl,Värttinänpyörä,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,837010023,Tampere,Vilusenharju,KM,18556,812,6822432.0,3333690.0,120,Bone artefact,,False,False,False,False,False,True,True,False,False,False,True,True,True,False,False,False,2.0,False,,,,,,,Palanut,KM 18556_812,"23,87567295","61,47397425",Bone comb,Bone comb,Luuesine; kampa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,837010023,Tampere,Vilusenharju,KM,18556,809,6822432.0,3333690.0,120,Bone artefact,,False,False,False,False,False,True,True,False,False,False,True,True,True,False,False,False,2.0,False,,,,,,,,KM 18556_809,"23,87567295","61,47397425",Bone comb,Bone comb,Luuesine; kampa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,837010023,Tampere,Vilusenharju,KM,18556,47,6822432.0,3333690.0,120,Bone artefact,,False,False,False,False,False,True,True,False,False,False,True,True,True,False,False,False,2.0,False,,,,15.0,13.0,,viivakoristeinen pala luultavasti lusikan varresta,KM 18556_47,"23,87567295","61,47397425",Bone spoon,Bone spoon,Luuesine; lusikka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,837010023,Tampere,Vilusenharju,KM,17208,12,6822432.0,3333690.0,120,Bone artefact,,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,1.0,False,,,,37.0,26.0,,Puolikas;,KM 17208_12,"23,87567295","61,47397425",Bone spindle whorl,Bone spindle whorl,Värttinänpyörä,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,837010023,Tampere,Vilusenharju,KM,18556,802,6822432.0,3333690.0,120,Bone artefact,,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,2.0,False,,,,,,,"Pieni fragmentti koverasta esineestä, lusikan pesästä todnäk. Samanlaisia paloja nroilla 803 ja 504",KM 18556_802,"23,87567295","61,47397425",Bone spoon,Bone spoon,Luulusikka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,837010023,Tampere,Vilusenharju,KM,18556,806,6822432.0,3333690.0,120,Bone artefact,,False,False,False,False,False,True,True,False,False,False,True,True,True,False,False,False,2.0,False,,,,,,,"Niitin reikää. Palanut, kuten muutkin. Luukammasta myös :809, 812 - lisätty",KM 18556_806,"23,87567295","61,47397425",Bone comb,Bone comb,Luuesine; kampa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,837010023,Tampere,Vilusenharju,KM,17208,311,6822432.0,3333690.0,120,Bone artefact,,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,1.0,False,,,,,,,"Hauta 41, molemmilta puolilta viivoilla koristeltu pala, palanut, poikkileikkaus litteän soikea, keskeltä paksumpi kuin reunoista. Luulusikan varresta?",KM 17208_311,"23,87567295","61,47397425",Other bone artefact,Other bone artefact,Luuesineen katkelma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,837010023,Tampere,Vilusenharju,KM,18556,808,6822432.0,3333690.0,120,Bone artefact,,False,False,False,False,False,True,True,False,False,False,True,True,True,False,False,False,2.0,False,,,,,,,Palanut,KM 18556_808,"23,87567295","61,47397425",Bone comb,Bone comb,Luuesine; kampa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,837010023,Tampere,Vilusenharju,KM,17208,169,6822432.0,3333690.0,120,Bone artefact,,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,1.0,False,,,,14.0,24.0,,hauta 30,KM 17208_169,"23,87567295","61,47397425",Other bone artefact,Other bone artefact,Luuesineen katkelma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,837010023,Tampere,Vilusenharju,KM,17208,373,6822432.0,3333690.0,120,Bone artefact,,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,1.0,False,,,,,,,"Hauta 43, Birckala-näyttelyssä",KM 17208_373,"23,87567295","61,47397425",Bone comb,Bone comb,Luukampa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,837010023,Tampere,Vilusenharju,KM,18556,819,6822432.0,3333690.0,120,Bone artefact,,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,1.0,False,,,,,,,"Pala, koristeltu häränsilmäleimoilla. Paloja samasta(?) ilman häränsilmiä nroilla 816 ja 817",KM 18556_819,"23,87567295","61,47397425",Bone comb,Bone comb,Luukampa; kaksipuolinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,853010016,Turku,Kaerla Mulli,KM,15208,35,6716477.0,3240756.0,22,Bone artefact,,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,,False,,,,35.0,,20.0,"Linkitä! Kivilaji; savitiivistettä, eläimen leukaluita + hampaita, savikiekon katkelmia, hioimia, luukanmpa, luuneula",KM 15208_35,"22,28043465","60,47539445",Bone spindle whorl,Bone spindle whorl,Värttinänpyörä; fragmentti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,853010016,Turku,Kaerla Mulli,KM,15208,163,6716477.0,3240756.0,22,Bone artefact,,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,1.0,False,,,,145.0,16.0,,"Palamaton, kärkiosa katkennut, todennäköisesti ei rautakautinen, keskiaikaa? Sisäkkäiset pisaranmuotoiset koristelut reikäpäässä",KM 15208_163,"22,28043465","60,47539445",Bone needle,Bone needle,Luuneula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,853010016,Turku,Kaerla Mulli,KM,15208,150,6716477.0,3240756.0,22,Bone artefact,,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,,False,,,,70.0,15.0,,"Kolmiosainen, niitein kiinnitetty; piikit yhteen suuntaan",KM 15208_150,"22,28043465","60,47539445",Bone comb,Bone comb,Luukampa; kolmiosainen; fragmentti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,908010008,Valkeakoski,Hiittiänmäki,KM,20900,14,6787921.0,3339644.0,90,Bone artefact,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3.0,False,,,,18.0,9.0,6.0,"Ei kyllä välttämättä ole esineestä ollenkaan, vaikka yksi pinta tasaisempi kuin muut.",KM 20900_14,"24,01679478","61,16721426",Other bone artefact,Other bone artefact,Luuesine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,908010008,Valkeakoski,Hiittiänmäki,KM,20900,353,6787921.0,3339644.0,90,Bone artefact,,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,2.0,False,,,,17.0,12.0,4.0,"Todnäk värttinän pyörää, pyöreä muoto, uurreviivaa",KM 20900_353,"24,01679478","61,16721426",Bone spindle whorl,Bone spindle whorl,Värttinän pyörä,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,944010027,Vöyri,Svedjeholmen,KM,20179,9,7011916.0,3257154.0,17,Bone artefact,,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0,False,,,,14.0,7.0,,"Fragmentti litteä, toisella puolella pitkittäisiä uria 3 kpl, toinen puoli tasainen",KM 20179_9,"22,17972865","63,12804297",Other bone artefact,Other bone artefact,Luuesine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,944010045,Vöyri,Gulldynt,KM,19847,6,7011211.0,3259319.0,17,Bone artefact,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0,False,,,,14.0,5.0,,"Litteä pala, jossa pistekoristelua",KM 19847_6,"22,22353034","63,12318958",Other bone artefact,Other bone artefact,Luuesine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,944010045,Vöyri,Gulldynt,KM,19847,4,7011211.0,3259319.0,17,Bone artefact,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0,False,,,,14.0,6.0,,"Litteästä luuesineestä, jonka reunoja kiertää ura tai viiva.  Lusikan varren päätyä??",KM 19847_4,"22,22353034","63,12318958",Other bone artefact,Other bone artefact,Luuesine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,944010045,Vöyri,Gulldynt,KM,19847,5,7011211.0,3259319.0,17,Bone artefact,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0,False,,,,9.0,6.0,,"Kappale pyöreähköstä esineestä, jossa poikittaista viivaa, kuten nrossa 1",KM 19847_5,"22,22353034","63,12318958",Other bone artefact,Other bone artefact,Luuesine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,944010045,Vöyri,Gulldynt,KM,19847,1,7011211.0,3259319.0,17,Bone artefact,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0,False,,,,10.0,9.0,,"Pieni fragmentti pyöreähköstä esineestä, jossa viivauurteita. Nuolenkärjestä, vasamasta??",KM 19847_1,"22,22353034","63,12318958",Other bone artefact,Other bone artefact,Luuesine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,980010024,Ylöjärvi,Mikkola,KM,19162,139,6831452.0,3319394.0,125,Bone artefact,,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.0,False,,,,,,,"Pieni fragmentti, jossa viivakoristelua (havumuoto). Eos mikä. Alapinta tasainen ja koristelematon, Matala kolmiomuoto muuten.",KM 19162_139,"23,59909162","61,54836752",Other bone artefact,Other bone artefact,Luuesine; katkelma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,980010024,Ylöjärvi,Mikkola,KM,19162,265,6831452.0,3319394.0,125,Bone artefact,,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,3.0,False,,,,,,,"Pieniä fragmentteja, joissa ristikkoviivaa. Voisivat olla luukamman listaa. Palaneita.",KM 19162_265,"23,59909162","61,54836752",Bone comb,Bone comb,Luuesine; katkelma; luukampa; kampa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,980010024,Ylöjärvi,Mikkola,KM,20685,132,6831452.0,3319394.0,125,Bone artefact,,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,2.0,False,,,,,,,"Kaksi pientä fragmenttia, ristikkokoristelua, ehkä kampa",KM 20685_132,"23,59909162","61,54836752",Bone comb,Bone comb,Luuesine; kampa; luukampa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,980010024,Ylöjärvi,Mikkola,KM,14622,327,6831452.0,3319394.0,125,Bone artefact,,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,1.0,False,,,,,,,"Kaksipuolisen täikamman pala, palanut",KM 14622_327,"23,59909162","61,54836752",Bone comb,Bone comb,Kampa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,980010024,Ylöjärvi,Mikkola,KM,14622,316,6831452.0,3319394.0,125,Bone artefact,,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,1.0,False,,,,,,,,KM 14622_316,"23,59909162","61,54836752",Bone spindle whorl,Bone spindle whorl,Värttinänpyörä,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,980010024,Ylöjärvi,Mikkola,KM,14622,430,6831452.0,3319394.0,125,Bone artefact,,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,1.0,False,,,,,,,Koristellun luuesineen kappale,KM 14622_430,"23,59909162","61,54836752",Other bone artefact,Other bone artefact,Luuesine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,980010024,Ylöjärvi,Mikkola,KM,14622,72,6831452.0,3319394.0,125,Bone artefact,,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,1.0,False,,,,,,,,KM 14622_72,"23,59909162","61,54836752",Other bone artefact,Other bone artefact,Luuesine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,980010024,Ylöjärvi,Mikkola,KM,14622,71,6831452.0,3319394.0,125,Bone artefact,,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,1.0,False,,,,,,,ei ehkä kammasta?,KM 14622_71,"23,59909162","61,54836752",Other bone artefact,Other bone artefact,Luuesine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,980010024,Ylöjärvi,Mikkola,KM,20685,72,6831452.0,3319394.0,125,Bone artefact,,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,2.0,False,,,,,,,"Kaksi fragmenttia ehkä kammasta, viiva- ja ristikkokoristelua, yksi pala ehkä värttinänpyörää",KM 20685_72,"23,59909162","61,54836752",Bone comb,Bone comb,Luuesine; kampa; luukampa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,1000000104,Laitila,Pärkö,KM,21965,1.0,6761062.0,3210984.0,15,Bronze artefacts,Hevosenkenkäsolki,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0,True,45.0,,,,,,"Varras nelikulmaine, kolmioleimaa, päät katkenneet tai sitten suipot",KM 21965_1,"21,67578657","60,85360876",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,1000000130,Laitila,Kuivala/Hällynen,KM,24282,2.0,6768200.0,3212490.0,"17,5",Bronze artefacts,Kaularengas; Kierretty,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1.0,False,,,,,,,"Varras, jonka ympärille kierretty pronssilankaa, kaulakorusta om",KM 24282_2,"21,69276122","60,91848679",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,1000000130,Laitila,Kuivala/Hällynen,KM,24282,1.0,6768200.0,3212490.0,"17,5",Bronze artefacts,Rannerengas; Massiivinen päihin levenevä rannerengas,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1.0,False,,,,,,,"Puolikas, osittain palanut",KM 24282_1,"21,69276122","60,91848679",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,1000000130,Laitila,Kuivala/Hällynen,KM,23085,10.0,6768200.0,3212490.0,"17,5",Bronze artefacts,Rannerengas; Massiivinen päihin levenevä rannerengas,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.0,False,,,,,,,siksak-viivaa,KM 23085_10,"21,69276122","60,91848679",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,1000000130,Laitila,Kuivala/Hällynen,KM,19601,1.0,6768200.0,3212490.0,"17,5",Bronze artefacts,Solki; Pyöreä kupurasolki,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.0,False,,,,,63.0,,"Puolikas, takapinnalla sulamisen jälkiä",KM 19601_1,"21,69276122","60,91848679",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,1000000130,Laitila,Kuivala/Hällynen,KM,15044,,6768200.0,3212490.0,"17,5",Bronze artefacts,Solki; vyönsolki,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.0,True,77.0,26.0,14.0,,,,"Vyönsolki, jossa kiinni gotlantilainen eläinpäähela. Tunnistus perustuu luettelon piirustukseen, laatikko tyhjä.",KM 15044,"21,69276122","60,91848679",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,1000000167,Laitila,Sonkkila Myllymäki,HM,1193,3.0,6763500.0,3209080.0,25,Bronze artefacts,Kaularengas,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,1.0,False,,,,172.0,5.0,9.0,"Uurteinen vai kierretty, löytäjä katkaissut. Löytänyt talollisen poika Kustaa Sonkkila n 1920 perustaa kaivaessaan puolen metrin syvyydestä kivisestä mäestä. Toimitettu 1923 (A. Winter)",HM 1193_3,"21,63724989","60,87400341",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,1000000171,Laitila,Kylämäki,KM,16312,181.0,6764470.0,3210650.0,15,Bronze artefacts,Solki; Tasavarsisolki,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1.0,True,35.0,,,,,,"Toinen pää rikki, viivakoristelua, samanlainen osittain rikkinäinen merov.aikainen tasavarsisolki alanrolla 418",KM 16312_181,"21,66457572","60,88381826",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,1000000171,Laitila,Kylämäki,KM,16165,409.0,6764470.0,3210650.0,15,Bronze artefacts,Miekan kahvaosa; Ponsi,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1.0,True,40.0,22.0,15.0,,,,"Eläinornamentiikalla koristeltu merovingiaikaisen miekan ponsi. Toisella puolella eläimen silmässä punakeltaista täyteainetta, joka osin sulanut. Vastaavaa ornamentiikkaa myös tupen helan paloissa alanrolla :450",KM 16165_409,"21,66457572","60,88381826",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,1000000171,Laitila,Kylämäki,KM,16312,418.0,6764470.0,3210650.0,15,Bronze artefacts,Solki; Tasavarsisolki,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1.0,True,,,,,,,"Osittain rikki, viivakoristelua",KM 16312_418,"21,66457572","60,88381826",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,1000000171,Laitila,Kylämäki,KM,16312,447.0,6764470.0,3210650.0,15,Bronze artefacts,Solki,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,2.0,True,43.0,20.0,,,,,"Soikea, vastakkain kääntyneet tyylitellyt eläimenpäät, näitä yht. neljä. Neulan kiinnistuslenkki jäljellä. Luettelossa arveltu, olisiko käytetty mieluummin helana. Neulan kiinnityskohta rautaa ja tulkittu luettelossa niitiksi. Siinä kuitenkin reikä.",KM 16312_447,"21,66457572","60,88381826",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,1000000171,Laitila,Kylämäki,KM,16312,407.0,6764470.0,3210650.0,15,Bronze artefacts,Miekan kahvaosa; Kourain,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1.0,False,,,,20.0,,,"Eläinornamentiikkaa (Salin II), nauheläimiä, kädensijan helan kappale",KM 16312_407,"21,66457572","60,88381826",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,1000000171,Laitila,Kylämäki,KM,16312,334.0,6764470.0,3210650.0,15,Bronze artefacts,Miekan kahvaosa; Väistin,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1.0,False,,,,28.0,20.0,,"Eläinornamentiikalla koristeltu väistimen pääty, jossa niitti. Reunat punoskoristelua",KM 16312_334,"21,66457572","60,88381826",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,1000000171,Laitila,Kylämäki,KM,16312,237.0,6764470.0,3210650.0,15,Bronze artefacts,Solki,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,1.0,True,80.0,,,,,,"Litteä, heikosti harjava, pisteviiva - ja ympyräleimakoristelua. Neula kiinni suoraan rungossa. Luettelon mukaan asehaudasta",KM 16312_237,"21,66457572","60,88381826",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,1000000171,Laitila,Kylämäki,KM,16165,485.0,6764470.0,3210650.0,15,Bronze artefacts,Miekan kahvaosa; Väistin,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1.0,False,,,,,,,"Ontto, pronssinen väistin. Sisällä väistimen muotoinen palanut savi, jossa niitin reikä. Ponnessa niitin yläosa näkyvissä. Ei siis pilalle menny valU?",KM 16165_485,"21,66457572","60,88381826",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,1000000171,Laitila,Kylämäki,KM,16312,180.0,6764470.0,3210650.0,15,Bronze artefacts,Solki; Vyönsolki,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,1.0,True,36.0,24.0,,,,,"Neula rautaa, pienet kielekkeet vyön suuntaan",KM 16312_180,"21,66457572","60,88381826",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,1000000171,Laitila,Kylämäki,KM,16312,149.0,6764470.0,3210650.0,15,Bronze artefacts,Ketjunkantaja,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.0,False,,,,21.0,20.0,,"Osittain sulanut fragmentti, häränsilmäleima",KM 16312_149,"21,66457572","60,88381826",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
